ticket_id,tower_id,opened_date,closed_date,work_type,crew_type,root_cause,downtime_hours,cost_myr,is_corrective
WO_001095,MY_N12548986934,2024-07-13,2024-07-15,raise_cabinet_and_seal,civil,flood,1.8,4360,True
WO_001096,MY_N12137013090,2024-07-14,2024-07-15,scheduled_inspection,civil,scheduled_inspection,1.5,295,False
WO_001097,MY_N12141554109,2024-07-14,2024-07-18,raise_cabinet_and_seal,civil,flood,10.1,759,True
WO_001098,MY_N12603668089,2024-07-14,2024-07-19,vegetation_clearance,civil,vegetation,17.5,4904,True
WO_001099,MY_N13142317645,2024-07-14,2024-07-18,battery_genset_service,power,power,6.5,2099,True
WO_001100,MY_W1545410197,2024-07-14,2024-07-18,battery_genset_service,power,power,10.9,1168,True
WO_001101,MY_W728820002,2024-07-14,2024-07-18,slope_stabilize_and_tension,civil,terrain,1.9,161,True
WO_001102,MY_N12131514585,2024-07-15,2024-07-18,raise_cabinet_and_seal,civil,flood,5.9,3394,True
WO_001103,MY_N12603668089,2024-07-15,2024-07-20,vegetation_clearance,civil,vegetation,4.3,7467,True
WO_001104,MY_N1662564012,2024-07-15,2024-07-17,raise_cabinet_and_seal,civil,flood,3.6,1561,True
WO_001105,MY_N1662564012,2024-07-15,2024-07-16,slope_stabilize_and_tension,civil,terrain,3.7,844,True
WO_001106,MY_N6039478983,2024-07-15,2024-07-19,vegetation_clearance,civil,vegetation,4.5,579,True
WO_001107,MY_N9038308805,2024-07-15,2024-07-16,raise_cabinet_and_seal,civil,flood,5.8,1343,True
WO_001108,MY_N9084071195,2024-07-15,2024-07-18,battery_genset_service,power,power,2.1,3228,True
WO_001109,MY_N11990327538,2024-07-16,2024-07-18,raise_cabinet_and_seal,civil,flood,1.2,1043,True
WO_001110,MY_N13013877873,2024-07-16,2024-07-21,raise_cabinet_and_seal,civil,flood,15.6,8895,True
WO_001111,MY_N13326193730,2024-07-16,2024-07-18,vegetation_clearance,civil,vegetation,2.6,3702,True
WO_001112,MY_N13659918586,2024-07-16,2024-07-20,battery_genset_service,power,power,4.5,1488,True
WO_001113,MY_N3765699324,2024-07-16,2024-07-19,radio_unit_refresh,rf,equipment,12.3,1291,True
WO_001114,MY_N8487785683,2024-07-16,2024-07-17,scheduled_inspection,civil,scheduled_inspection,1.7,214,False
WO_001115,MY_N8825706826,2024-07-16,2024-07-20,vegetation_clearance,civil,vegetation,2.1,834,True
WO_001116,MY_N12135375711,2024-07-17,2024-07-19,raise_cabinet_and_seal,civil,flood,2.3,1282,True
WO_001117,MY_N13142317645,2024-07-17,2024-07-22,slope_stabilize_and_tension,civil,terrain,8.0,2986,True
WO_001118,MY_N13251167214,2024-07-17,2024-07-18,scheduled_inspection,civil,scheduled_inspection,2.4,1100,False
WO_001119,MY_N7033248825,2024-07-17,2024-07-19,raise_cabinet_and_seal,civil,flood,5.0,1273,True
WO_001120,MY_N11990327538,2024-07-18,2024-07-20,slope_stabilize_and_tension,civil,terrain,5.1,4923,True
WO_001121,MY_N12227903176,2024-07-18,2024-07-22,vegetation_clearance,civil,vegetation,13.8,2212,True
WO_001122,MY_N12278677313,2024-07-18,2024-07-19,scheduled_inspection,civil,scheduled_inspection,1.2,1286,False
WO_001123,MY_N3902995301,2024-07-18,2024-07-20,vegetation_clearance,civil,vegetation,4.6,3451,True
WO_001124,MY_N8422298542,2024-07-18,2024-07-21,battery_genset_service,power,power,14.0,4275,True
WO_001125,MY_N8923088437,2024-07-18,2024-07-21,radio_unit_refresh,rf,equipment,6.8,3818,True
WO_001126,MY_N12137024409,2024-07-19,2024-07-24,vegetation_clearance,civil,vegetation,1.1,3454,True
WO_001127,MY_N5742976628,2024-07-19,2024-07-21,vegetation_clearance,civil,vegetation,3.1,1412,True
WO_001128,MY_N9003249367,2024-07-19,2024-07-20,scheduled_inspection,civil,scheduled_inspection,0.2,1467,False
WO_001129,MY_N12133717335,2024-07-20,2024-07-21,scheduled_inspection,civil,scheduled_inspection,1.0,513,False
WO_001130,MY_N8004208520,2024-07-20,2024-07-21,scheduled_inspection,civil,scheduled_inspection,1.5,886,False
WO_001131,MY_N8327095826,2024-07-20,2024-07-25,vegetation_clearance,civil,vegetation,5.7,1353,True
WO_001132,MY_N11774742770,2024-07-21,2024-07-22,scheduled_inspection,civil,scheduled_inspection,1.2,573,False
WO_001133,MY_N12137024409,2024-07-21,2024-07-22,scheduled_inspection,civil,scheduled_inspection,1.5,279,False
WO_001134,MY_N13495665455,2024-07-21,2024-07-22,slope_stabilize_and_tension,civil,terrain,10.9,1357,True
WO_001135,MY_N3902995301,2024-07-21,2024-07-24,battery_genset_service,power,power,2.6,4720,True
WO_001136,MY_W1259673925,2024-07-21,2024-07-25,radio_unit_refresh,rf,equipment,2.4,2530,True
WO_001137,MY_N12366513311,2024-07-22,2024-07-23,scheduled_inspection,civil,scheduled_inspection,1.8,299,False
WO_001138,MY_N12408785870,2024-07-22,2024-07-23,scheduled_inspection,civil,scheduled_inspection,0.6,412,False
WO_001139,MY_N13517883535,2024-07-22,2024-07-24,vegetation_clearance,civil,vegetation,7.4,158,True
WO_001140,MY_N8899990561,2024-07-22,2024-07-23,raise_cabinet_and_seal,civil,flood,2.7,1116,True
WO_001141,MY_N9116081582,2024-07-22,2024-07-23,scheduled_inspection,civil,scheduled_inspection,2.2,693,False
WO_001142,MY_N11875484221,2024-07-23,2024-07-24,scheduled_inspection,civil,scheduled_inspection,0.9,928,False
WO_001143,MY_N12137013088,2024-07-23,2024-07-24,scheduled_inspection,civil,scheduled_inspection,0.3,51,False
WO_001144,MY_W1259673925,2024-07-23,2024-07-26,vegetation_clearance,civil,vegetation,11.3,128,True
WO_001145,MY_N12177011818,2024-07-24,2024-07-25,scheduled_inspection,civil,scheduled_inspection,1.3,1158,False
WO_001146,MY_N13678930905,2024-07-24,2024-07-29,vegetation_clearance,civil,vegetation,19.8,2711,True
WO_001147,MY_N6451638812,2024-07-24,2024-07-27,raise_cabinet_and_seal,civil,flood,3.1,2351,True
WO_001148,MY_N8044980541,2024-07-24,2024-07-29,raise_cabinet_and_seal,civil,flood,3.8,3581,True
WO_001149,MY_N8899964135,2024-07-24,2024-07-28,raise_cabinet_and_seal,civil,flood,3.6,2931,True
WO_001150,MY_N9040016333,2024-07-24,2024-07-25,scheduled_inspection,civil,scheduled_inspection,0.7,882,False
WO_001151,MY_N12137013087,2024-07-25,2024-07-27,battery_genset_service,power,power,11.4,2977,True
WO_001152,MY_N12137013091,2024-07-25,2024-07-30,raise_cabinet_and_seal,civil,flood,7.6,2115,True
WO_001153,MY_N13663195382,2024-07-25,2024-07-30,vegetation_clearance,civil,vegetation,5.8,1793,True
WO_001154,MY_N3765699324,2024-07-25,2024-07-27,raise_cabinet_and_seal,civil,flood,4.1,2599,True
WO_001155,MY_N7841645805,2024-07-25,2024-07-26,scheduled_inspection,civil,scheduled_inspection,0.2,813,False
WO_001156,MY_N13659918586,2024-07-26,2024-07-28,raise_cabinet_and_seal,civil,flood,5.0,2893,True
WO_001157,MY_W1270085203,2024-07-26,2024-07-30,slope_stabilize_and_tension,civil,terrain,4.8,1875,True
WO_001158,MY_N12118412113,2024-07-27,2024-07-28,scheduled_inspection,civil,scheduled_inspection,0.3,273,False
WO_001159,MY_N6457937009,2024-07-27,2024-07-29,raise_cabinet_and_seal,civil,flood,4.3,2028,True
WO_001160,MY_W1317650252,2024-07-27,2024-07-30,raise_cabinet_and_seal,civil,flood,7.1,1662,True
WO_001161,MY_N11875484224,2024-07-28,2024-08-01,raise_cabinet_and_seal,civil,flood,3.0,2337,True
WO_001162,MY_N12152835735,2024-07-28,2024-07-29,scheduled_inspection,civil,scheduled_inspection,3.0,313,False
WO_001163,MY_N12270851329,2024-07-28,2024-07-31,slope_stabilize_and_tension,civil,terrain,9.7,6303,True
WO_001164,MY_N4436507977,2024-07-28,2024-08-02,vegetation_clearance,civil,vegetation,25.1,1721,True
WO_001165,MY_N10264085957,2024-07-29,2024-07-30,scheduled_inspection,civil,scheduled_inspection,4.8,237,False
WO_001166,MY_N13015606469,2024-07-29,2024-07-30,scheduled_inspection,civil,scheduled_inspection,1.0,2196,False
WO_001167,MY_N8780937437,2024-07-31,2024-08-01,scheduled_inspection,civil,scheduled_inspection,1.9,215,False
WO_001168,MY_N11609644622,2024-08-01,2024-08-06,raise_cabinet_and_seal,civil,flood,1.6,1788,True
WO_001169,MY_N11875484224,2024-08-01,2024-08-04,vegetation_clearance,civil,vegetation,1.7,1747,True
WO_001170,MY_N4553240899,2024-08-01,2024-08-02,scheduled_inspection,civil,scheduled_inspection,1.6,673,False
WO_001171,MY_N8812260333,2024-08-01,2024-08-06,raise_cabinet_and_seal,civil,flood,3.5,1834,True
WO_001172,MY_N13678930905,2024-08-02,2024-08-04,battery_genset_service,power,power,10.4,3559,True
WO_001173,MY_N4775194882,2024-08-02,2024-08-06,raise_cabinet_and_seal,civil,flood,10.5,1201,True
WO_001174,MY_N13891743611,2024-08-03,2024-08-08,vegetation_clearance,civil,vegetation,8.7,656,True
WO_001175,MY_N4436507977,2024-08-03,2024-08-06,vegetation_clearance,civil,vegetation,16.9,6380,True
WO_001176,MY_N6039478983,2024-08-03,2024-08-07,raise_cabinet_and_seal,civil,flood,5.2,3288,True
WO_001177,MY_N8327095826,2024-08-03,2024-08-06,vegetation_clearance,civil,vegetation,0.3,1167,True
WO_001178,MY_N10771843285,2024-08-04,2024-08-06,vegetation_clearance,civil,vegetation,6.9,3634,True
WO_001179,MY_N11484371222,2024-08-04,2024-08-09,battery_genset_service,power,power,4.2,1386,True
WO_001180,MY_N12270101729,2024-08-04,2024-08-05,scheduled_inspection,civil,scheduled_inspection,1.9,2016,False
WO_001181,MY_N12270851329,2024-08-04,2024-08-05,vegetation_clearance,civil,vegetation,7.4,2317,True
WO_001182,MY_N13013877873,2024-08-04,2024-08-08,battery_genset_service,power,power,3.1,5943,True
WO_001183,MY_N13013877873,2024-08-04,2024-08-07,battery_genset_service,power,power,0.4,2508,True
WO_001184,MY_N5067194637,2024-08-04,2024-08-06,raise_cabinet_and_seal,civil,flood,21.5,1770,True
WO_001185,MY_N7841645805,2024-08-04,2024-08-05,scheduled_inspection,civil,scheduled_inspection,0.2,495,False
WO_001186,MY_W1270085203,2024-08-05,2024-08-10,slope_stabilize_and_tension,civil,terrain,2.9,2835,True
WO_001187,MY_N11950354037,2024-08-06,2024-08-07,scheduled_inspection,civil,scheduled_inspection,1.5,897,False
WO_001188,MY_N1662564012,2024-08-06,2024-08-09,raise_cabinet_and_seal,civil,flood,6.0,1998,True
WO_001189,MY_N6745537234,2024-08-06,2024-08-11,slope_stabilize_and_tension,civil,terrain,1.6,3665,True
WO_001190,MY_N11659562131,2024-08-07,2024-08-11,radio_unit_refresh,rf,equipment,1.1,3752,True
WO_001191,MY_N11755867459,2024-08-07,2024-08-10,vegetation_clearance,civil,vegetation,11.0,529,True
WO_001192,MY_N12548986934,2024-08-08,2024-08-09,vegetation_clearance,civil,vegetation,9.7,3028,True
WO_001193,MY_N8081694353,2024-08-08,2024-08-09,scheduled_inspection,civil,scheduled_inspection,1.3,700,False
WO_001194,MY_N8259081451,2024-08-08,2024-08-09,scheduled_inspection,civil,scheduled_inspection,3.1,338,False
WO_001195,MY_N12135375724,2024-08-09,2024-08-10,scheduled_inspection,civil,scheduled_inspection,0.0,54,False
WO_001196,MY_N13103629671,2024-08-09,2024-08-10,scheduled_inspection,civil,scheduled_inspection,0.5,362,False
WO_001197,MY_N8099999650,2024-08-09,2024-08-10,scheduled_inspection,civil,scheduled_inspection,0.9,484,False
WO_001198,MY_N8327095826,2024-08-09,2024-08-14,slope_stabilize_and_tension,civil,terrain,4.0,4336,True
WO_001199,MY_N8920295576,2024-08-09,2024-08-14,raise_cabinet_and_seal,civil,flood,4.7,2506,True
WO_001200,MY_W1285114522,2024-08-09,2024-08-13,slope_stabilize_and_tension,civil,terrain,3.3,588,True
WO_001201,MY_N5115603531,2024-08-10,2024-08-14,slope_stabilize_and_tension,civil,terrain,3.4,709,True
WO_001202,MY_N13103284367,2024-08-11,2024-08-15,raise_cabinet_and_seal,civil,flood,5.7,2244,True
WO_001203,MY_N5115603531,2024-08-11,2024-08-16,battery_genset_service,power,power,4.7,5889,True
WO_001204,MY_N9003249367,2024-08-11,2024-08-13,raise_cabinet_and_seal,civil,flood,6.2,2884,True
WO_001205,MY_N9084071195,2024-08-11,2024-08-15,raise_cabinet_and_seal,civil,flood,13.4,2706,True
WO_001206,MY_N12137024409,2024-08-13,2024-08-18,raise_cabinet_and_seal,civil,flood,14.5,2079,True
WO_001207,MY_N12138116212,2024-08-13,2024-08-18,radio_unit_refresh,rf,equipment,2.9,4742,True
WO_001208,MY_N506433555,2024-08-13,2024-08-17,raise_cabinet_and_seal,civil,flood,3.3,3491,True
WO_001209,MY_N10771843285,2024-08-14,2024-08-16,radio_unit_refresh,rf,equipment,4.5,2781,True
WO_001210,MY_N11802478955,2024-08-14,2024-08-17,raise_cabinet_and_seal,civil,flood,1.6,1659,True
WO_001211,MY_N12137024409,2024-08-14,2024-08-18,vegetation_clearance,civil,vegetation,6.8,1259,True
WO_001212,MY_N12058759613,2024-08-15,2024-08-20,raise_cabinet_and_seal,civil,flood,6.6,2808,True
WO_001213,MY_N11659562129,2024-08-16,2024-08-19,raise_cabinet_and_seal,civil,flood,2.7,2223,True
WO_001214,MY_N11659562142,2024-08-16,2024-08-17,raise_cabinet_and_seal,civil,flood,5.1,1230,True
WO_001215,MY_N12603668089,2024-08-16,2024-08-19,raise_cabinet_and_seal,civil,flood,17.4,7598,True
WO_001216,MY_N12773184677,2024-08-16,2024-08-19,vegetation_clearance,civil,vegetation,12.1,4822,True
WO_001217,MY_N13013877873,2024-08-16,2024-08-18,vegetation_clearance,civil,vegetation,1.9,4816,True
WO_001218,MY_N1662637919,2024-08-16,2024-08-17,slope_stabilize_and_tension,civil,terrain,1.4,2116,True
WO_001219,MY_N7033248825,2024-08-17,2024-08-22,slope_stabilize_and_tension,civil,terrain,1.3,3197,True
WO_001220,MY_N9038308805,2024-08-17,2024-08-18,scheduled_inspection,civil,scheduled_inspection,2.6,223,False
WO_001221,MY_N8987661324,2024-08-18,2024-08-21,slope_stabilize_and_tension,civil,terrain,4.3,4140,True
WO_001222,MY_N9040016329,2024-08-18,2024-08-19,scheduled_inspection,civil,scheduled_inspection,0.5,1227,False
WO_001223,MY_W1267064693,2024-08-18,2024-08-22,slope_stabilize_and_tension,civil,terrain,9.6,1350,True
WO_001224,MY_N8794834931,2024-08-19,2024-08-20,scheduled_inspection,civil,scheduled_inspection,0.5,239,False
WO_001225,MY_W1387401029,2024-08-19,2024-08-20,scheduled_inspection,civil,scheduled_inspection,0.4,1445,False
WO_001226,MY_N11659562130,2024-08-20,2024-08-21,raise_cabinet_and_seal,civil,flood,1.1,8486,True
WO_001227,MY_N12135375711,2024-08-20,2024-08-21,slope_stabilize_and_tension,civil,terrain,1.7,4514,True
WO_001228,MY_N4436507977,2024-08-20,2024-08-25,raise_cabinet_and_seal,civil,flood,6.2,5639,True
WO_001229,MY_N6745537235,2024-08-20,2024-08-24,slope_stabilize_and_tension,civil,terrain,12.6,5318,True
WO_001230,MY_N11991939583,2024-08-21,2024-08-22,scheduled_inspection,civil,scheduled_inspection,2.4,1768,False
WO_001231,MY_N13015545328,2024-08-21,2024-08-22,scheduled_inspection,civil,scheduled_inspection,7.1,433,False
WO_001232,MY_N4436507977,2024-08-21,2024-08-25,vegetation_clearance,civil,vegetation,6.8,1661,True
WO_001233,MY_N11484371222,2024-08-22,2024-08-23,raise_cabinet_and_seal,civil,flood,0.8,914,True
WO_001234,MY_N6745537233,2024-08-22,2024-08-27,battery_genset_service,power,power,14.6,660,True
WO_001235,MY_W545795634,2024-08-22,2024-08-23,scheduled_inspection,civil,scheduled_inspection,1.1,907,False
WO_001236,MY_N11659562128,2024-08-23,2024-08-24,raise_cabinet_and_seal,civil,flood,8.8,1178,True
WO_001237,MY_N11738300326,2024-08-23,2024-08-25,raise_cabinet_and_seal,civil,flood,8.6,523,True
WO_001238,MY_N12773184677,2024-08-23,2024-08-24,raise_cabinet_and_seal,civil,flood,1.9,527,True
WO_001239,MY_N8095997576,2024-08-23,2024-08-24,scheduled_inspection,civil,scheduled_inspection,1.4,306,False
WO_001240,MY_W1270085203,2024-08-23,2024-08-24,battery_genset_service,power,power,7.5,1305,True
WO_001241,MY_N8899990561,2024-08-24,2024-08-25,scheduled_inspection,civil,scheduled_inspection,0.5,542,False
WO_001242,MY_N6628565568,2024-08-25,2024-08-26,scheduled_inspection,civil,scheduled_inspection,2.4,826,False
WO_001243,MY_N10802588447,2024-08-26,2024-08-29,vegetation_clearance,civil,vegetation,7.1,4922,True
WO_001244,MY_N6457937009,2024-08-26,2024-08-28,vegetation_clearance,civil,vegetation,1.6,3405,True
WO_001245,MY_N8194478063,2024-08-26,2024-08-27,scheduled_inspection,civil,scheduled_inspection,0.4,587,False
WO_001246,MY_N11167076406,2024-08-27,2024-08-31,raise_cabinet_and_seal,civil,flood,2.3,1147,True
WO_001247,MY_N12270341400,2024-08-27,2024-08-29,raise_cabinet_and_seal,civil,flood,9.2,3516,True
WO_001248,MY_N13502641928,2024-08-27,2024-08-29,raise_cabinet_and_seal,civil,flood,2.5,1248,True
WO_001249,MY_N8330712478,2024-08-27,2024-08-28,scheduled_inspection,civil,scheduled_inspection,2.8,955,False
WO_001250,MY_N13502641928,2024-08-28,2024-08-31,radio_unit_refresh,rf,equipment,4.8,3157,True
WO_001251,MY_W1317650252,2024-08-30,2024-08-31,scheduled_inspection,civil,scheduled_inspection,2.0,1492,False
WO_001252,MY_N13142317645,2024-09-01,2024-09-03,vegetation_clearance,civil,vegetation,14.1,1106,True
WO_001253,MY_W1270085203,2024-09-01,2024-09-06,raise_cabinet_and_seal,civil,flood,5.6,845,True
WO_001254,MY_W1274670480,2024-09-01,2024-09-05,radio_unit_refresh,rf,equipment,2.2,4189,True
WO_001255,MY_W728820002,2024-09-01,2024-09-04,raise_cabinet_and_seal,civil,flood,9.0,2625,True
WO_001256,MY_N12137013088,2024-09-02,2024-09-05,slope_stabilize_and_tension,civil,terrain,9.2,2203,True
WO_001257,MY_N13889784607,2024-09-02,2024-09-03,scheduled_inspection,civil,scheduled_inspection,0.3,1404,False
WO_001258,MY_N13979312124,2024-09-02,2024-09-05,battery_genset_service,power,power,2.0,2320,True
WO_001259,MY_N6457937009,2024-09-02,2024-09-07,raise_cabinet_and_seal,civil,flood,4.0,113,True
WO_001260,MY_N9919057004,2024-09-02,2024-09-03,scheduled_inspection,civil,scheduled_inspection,0.4,153,False
WO_001261,MY_W1183622030,2024-09-02,2024-09-06,slope_stabilize_and_tension,civil,terrain,4.4,741,True
WO_001262,MY_N6451638812,2024-09-03,2024-09-05,raise_cabinet_and_seal,civil,flood,5.4,6211,True
WO_001263,MY_W1183622030,2024-09-03,2024-09-06,vegetation_clearance,civil,vegetation,1.5,1774,True
WO_001264,MY_N11484371222,2024-09-04,2024-09-06,raise_cabinet_and_seal,civil,flood,2.8,7341,True
WO_001265,MY_N13326193730,2024-09-04,2024-09-05,radio_unit_refresh,rf,equipment,3.0,3131,True
WO_001266,MY_N5257595022,2024-09-04,2024-09-05,scheduled_inspection,civil,scheduled_inspection,3.7,403,False
WO_001267,MY_N6745537234,2024-09-04,2024-09-05,scheduled_inspection,civil,scheduled_inspection,2.7,683,False
WO_001268,MY_N8191059241,2024-09-04,2024-09-05,raise_cabinet_and_seal,civil,flood,6.3,3053,True
WO_001269,MY_W1144244595,2024-09-04,2024-09-05,scheduled_inspection,civil,scheduled_inspection,1.7,122,False
WO_001270,MY_N8191059241,2024-09-05,2024-09-09,radio_unit_refresh,rf,equipment,0.9,1174,True
WO_001271,MY_W1270085203,2024-09-05,2024-09-08,vegetation_clearance,civil,vegetation,5.3,874,True
WO_001272,MY_N12548986934,2024-09-06,2024-09-07,battery_genset_service,power,power,8.9,1720,True
WO_001273,MY_N13142317645,2024-09-06,2024-09-08,battery_genset_service,power,power,2.2,8366,True
WO_001274,MY_N13663195382,2024-09-06,2024-09-08,vegetation_clearance,civil,vegetation,6.8,2343,True
WO_001275,MY_N4540518868,2024-09-06,2024-09-07,scheduled_inspection,civil,scheduled_inspection,0.3,281,False
WO_001276,MY_N4540536734,2024-09-07,2024-09-08,scheduled_inspection,civil,scheduled_inspection,2.0,653,False
WO_001277,MY_N8044671936,2024-09-07,2024-09-08,scheduled_inspection,civil,scheduled_inspection,2.5,279,False
WO_001278,MY_W1288067099,2024-09-07,2024-09-08,scheduled_inspection,civil,scheduled_inspection,1.4,455,False
WO_001279,MY_N10802588425,2024-09-08,2024-09-09,vegetation_clearance,civil,vegetation,7.7,1960,True
WO_001280,MY_N12135375711,2024-09-08,2024-09-13,raise_cabinet_and_seal,civil,flood,3.1,3261,True
WO_001281,MY_N4436507977,2024-09-08,2024-09-09,slope_stabilize_and_tension,civil,terrain,4.0,2396,True
WO_001282,MY_N4567112599,2024-09-08,2024-09-09,scheduled_inspection,civil,scheduled_inspection,2.4,341,False
WO_001283,MY_N11659562129,2024-09-09,2024-09-10,scheduled_inspection,civil,scheduled_inspection,0.2,804,False
WO_001284,MY_N12309364294,2024-09-09,2024-09-14,slope_stabilize_and_tension,civil,terrain,5.9,2341,True
WO_001285,MY_N13979312124,2024-09-09,2024-09-12,vegetation_clearance,civil,vegetation,11.3,1278,True
WO_001286,MY_N8899990561,2024-09-09,2024-09-10,slope_stabilize_and_tension,civil,terrain,7.6,2990,True
WO_001287,MY_N8923088437,2024-09-09,2024-09-14,radio_unit_refresh,rf,equipment,1.9,3875,True
WO_001288,MY_N1662564012,2024-09-10,2024-09-14,raise_cabinet_and_seal,civil,flood,15.4,349,True
WO_001289,MY_N1662637919,2024-09-10,2024-09-12,vegetation_clearance,civil,vegetation,6.6,4024,True
